PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan_1890ABD_CR,SFG,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|32ABD 2ND FLOOR SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,9,EA,4.08,3.3893,36.72,30.5037,$0.69 ,16.93%,4203,01,3.3893,,
plan_1890ABD_CR,2414DF,189020010 - 4085,|34.61 LOFT BECOMES BEDROOM,bracing,2X4-14' STD&BTR DF,2,MBF,634.83,5.086485,11.85,10.17297,$89.83 ,14.15%,2503,09,545,,
plan_1890ABD_CR,249258DF,189020010 - 4085,|34.61 LOFT BECOMES BEDROOM,studs,"2X4-92-5/8"" STUD DF PET",16,MBF,431.82,1.919880533,36.85,30.71808853,$71.82 ,16.63%,2505,09,360.0001,,
plan_1890ABD_CR,24DF,189020010 - 4085,|34.61 LOFT BECOMES BEDROOM,plate,2X4-RL STD&BTR DF,60,MBF,634.83,0.363514867,25.41,21.810892,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,249258DF,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,studs,"2X4-92-5/8"" STUD DF PET",163,MBF,431.82,1.919880533,375.37,312.9405269,$71.82 ,16.63%,2505,09,360.0001,,
plan_1890ABD_CR,269258DF,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,studs,"2X6-92-5/8"" STUD DF PET",168,MBF,397.73,2.6399992,534.55,443.5198656,$67.73 ,17.03%,2505,09,329.9999,,
plan_1890ABD_CR,1412FIR,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,top top plate,1X4-12' STD&BTR FIR KD,19,MBF,935.29,3.180002,71.08,60.420038,$140.29 ,15.00%,4009,09,795.0005,,
plan_1890ABD_CR,1612FIR,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,top top plate,1X6-12' STD&BTR FIR KD,4,MBF,1017.8,5.1907854,24.43,20.7631416,$152.67 ,15.00%,4009,09,865.1309,,
plan_1890ABD_CR,2414DF,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,bracing,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan_1890ABD_CR,26DF2,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,plate,2X6-RL #2&BTR DF,216,MBF,556.18,0.4750002,120.13,102.6000432,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,716OSB9,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,wall sheathing,"7/16""4X9 OSB RTD",32,MSF,319.32,10.3765572,367.86,332.0498304,$31.08 ,9.73%,3506,08,288.2377,,
plan_1890ABD_CR,CMSTC16,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,shear strap,CMSTC16 COILED STRAP 16GA,1,EA,202.08,157.6199,202.08,157.6199,$44.46 ,22.00%,4502,05,157.6199,,
plan_1890ABD_CR,MSTC40,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34ABD 2ND FLOOR WALLS,strap tie,SIMPSON MSTC40 STRAP TIE,4,EA,11.21,8.7399,44.84,34.9596,$2.47 ,22.03%,4502,05,8.7399,,
plan_1890ABD_CR,26SBB,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,blocking,2X6 22-7/16 SOLID BIRD BLOCK,18,BOM,0.72,0.54,12.96,9.72,$0.18 ,25.00%,2510,09,0.54,,
plan_1890ABD_CR,OSBSTRIPS,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",1,EA,1.39,1.1351,1.39,1.1351,$0.25 ,18.34%,3511,08,1.1351,,
plan_1890ABD_CR,7165128OSB,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,filler,"7/16""5-1/2""X8 OSB NON-RTD",8,MSF,411,1.287117,12.06,10.296936,$60.00 ,14.60%,3506,08,351,,
plan_1890ABD_CR,24DF,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,plate,2X4-RL STD&BTR DF,670,MBF,634.83,0.363514867,283.7,243.5549606,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,26DF2,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,plate,2X6-RL #2&BTR DF,558,MBF,556.18,0.4750002,310.35,265.0501116,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,4812GDF2,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|34rfABD 2ND FLOOR WALLS READYFRAME,header beam,4X8-12' #2 DF GRN,3,MBF,815.48,20.6399968,78.29,61.9199904,$170.48 ,20.91%,2201,09,644.9999,,
plan_1890ABD_CR,1420WWP,189010100 - 4085,|40A ROOF,shake mold,1X4-20' WW PRIMED,8,MBF,2448.24,13.874027,130.58,110.992216,$367.24 ,15.00%,4001,09,2081,,
plan_1890ABD_CR,21020WWP,189010100 - 4085,|40A ROOF,fascia,"2""X10""-20' WW PRIMED",8,MBF,1565.12,44.86622133,417.36,358.9297707,$219.12 ,14.00%,2510,09,1346.0001,,
plan_1890ABD_CR,24DF,189010100 - 4085,|40A ROOF,truss bracing,2X4-RL STD&BTR DF,580,MBF,634.83,0.363514867,245.59,210.8386226,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,26DF2,189010100 - 4085,|40A ROOF,truss bracing,2X6-RL #2&BTR DF,320,MBF,556.18,0.4750002,177.98,152.000064,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,2612DF2,189010100 - 4085,|40A ROOF,overframing,2X6-12' #2&BTR DF,8,MBF,556.18,5.7,53.39,45.6,$81.18 ,14.60%,2503,09,475,,
plan_1890ABD_CR,716OSB,189010100 - 4085,|40A ROOF,roof sheathing,"7/16""4X8 OSB RTD",73,MSF,307.95,8.7398496,719.37,638.0090208,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,716OSB,189010100 - 4085,|40A ROOF,heel sheathing,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,SS7648CS,189010100 - 4085,|40A ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,5,MSF,1758.82,47.8399968,281.41,239.199984,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1890ABD_CR,PSCL1/2EA,189010100 - 4085,|40A ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",260,EA,0.08,0.0601,20.8,15.626,$0.02 ,24.88%,4502,05,0.0601,,
plan_1890ABD_CR,LGT2,189010100 - 4085,|40A ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan_1890ABD_CR,2810DF2,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,coffered ceiling,2X8-10' #2&BTR DF,2,MBF,640.45,7.33315,17.08,14.6663,$90.45 ,14.12%,2503,09,550,,
plan_1890ABD_CR,2812DF2,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,coffered ceiling,2X8-12' #2&BTR DF,2,MBF,640.45,8.8,20.49,17.6,$90.45 ,14.12%,2503,09,550,,
plan_1890ABD_CR,A35,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",12,EA,0.53,0.41,6.36,4.92,$0.12 ,22.64%,4502,05,0.41,,
plan_1890ABD_CR,ARS28RA,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,roof anchor,"ARS28 ""SUPER ANCHOR"" ROOF",1,EA,65.49,41.8812,65.49,41.8812,$23.61 ,36.05%,4107,06,41.8812,,
plan_1890ABD_CR,LS50,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,shearwall clip,"LS50 5"" ADJ L ANGLE SIMPSON",50,EA,2.22,1.7301,111,86.505,$0.49 ,22.07%,4502,05,1.7301,,
plan_1890ABD_CR,SDPW19600-R50,"189010100 - 4085, 189010200 - 4085, 189010400 - 4085",|40ABD ROOF,shear detail,"DEFLECTOR SCREWS 6"" RETAIL PACK, 50 CT",1,EA,111.04,83.28,111.04,83.28,$27.76 ,25.00%,1,l5,83.28,,
plan_1890ABD_CR,2820WWP,189010200 - 4085,|40B ROOF,fascia,"2""X8""-20' WW PRIMED",1,MBF,1487.21,34.10709033,39.66,34.10709033,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1890ABD_CR,24DF,189010200 - 4085,|40B ROOF,truss bracing,2X4-RL STD&BTR DF,828,MBF,634.83,0.363514867,350.6,300.9903095,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,26DF2,189010200 - 4085,|40B ROOF,truss bracing,2X6-RL #2&BTR DF,210,MBF,556.18,0.4750002,116.8,99.750042,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,716OSB,189010200 - 4085,|40B ROOF,roof sheathing,"7/16""4X8 OSB RTD",54,MSF,307.95,8.7398496,532.14,471.9518784,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,716OSB,189010200 - 4085,|40B ROOF,heel sheathing,"7/16""4X8 OSB RTD",6,MSF,307.95,8.7398496,59.13,52.4390976,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,SS7648CS,189010200 - 4085,|40B ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,13,MSF,1758.82,47.8399968,731.67,621.9199584,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1890ABD_CR,PSCL1/2EA,189010200 - 4085,|40B ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",292,EA,0.08,0.0601,23.36,17.5492,$0.02 ,24.88%,4502,05,0.0601,,
plan_1890ABD_CR,LGT2,189010200 - 4085,|40B ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,7,EA,10.33,8.0601,72.31,56.4207,$2.27 ,21.97%,4502,05,8.0601,,
plan_1890ABD_CR,LS50,189010200 - 4085,|40B ROOF,angle clip,"LS50 5"" ADJ L ANGLE SIMPSON",70,EA,2.22,1.7301,155.4,121.107,$0.49 ,22.07%,4502,05,1.7301,,
plan_1890ABD_CR,1220WWP,189010400 - 4085,|40D ROOF,shake mold,1X2-20' WW PRIMED,8,MBF,2664.71,7.549245,71.05,60.39396,$399.71 ,15.00%,4001,09,2265,,
plan_1890ABD_CR,21020WWP,189010400 - 4085,|40D ROOF,fascia,"2""X10""-20' WW PRIMED",8,MBF,1565.12,44.86622133,417.36,358.9297707,$219.12 ,14.00%,2510,09,1346.0001,,
plan_1890ABD_CR,24DF,189010400 - 4085,|40D ROOF,truss bracing,2X4-RL STD&BTR DF,1050,MBF,634.83,0.363514867,444.6,381.6906099,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,26DF2,189010400 - 4085,|40D ROOF,truss bracing,2X6-RL #2&BTR DF,210,MBF,556.18,0.4750002,116.8,99.750042,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,716OSB,189010400 - 4085,|40D ROOF,roof sheathing,"7/16""4X8 OSB RTD",71,MSF,307.95,8.7398496,699.66,620.5293216,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,716OSB,189010400 - 4085,|40D ROOF,heel sheathing,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,SS7648CS,189010400 - 4085,|40D ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,9,MSF,1758.82,47.8399968,506.54,430.5599712,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1890ABD_CR,PSCL1/2EA,189010400 - 4085,|40D ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",320,EA,0.08,0.0601,25.6,19.232,$0.02 ,24.88%,4502,05,0.0601,,
plan_1890ABD_CR,716OSB,189010101 - 4085,|40gsA ROOF GABLE SHEETING,gable end sheathing,"7/16""4X8 OSB RTD",16,MSF,307.95,8.7398496,157.67,139.8375936,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,716OSB,189010401 - 4085,|40gsD ROOF GABLE SHEETING,gable end sheathing,"7/16""4X8 OSB RTD",13,MSF,307.95,8.7398496,128.11,113.6180448,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,A35,"189010105, 189010205 - 4085, 189010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",7,EA,0.53,0.41,3.71,2.87,$0.12 ,22.64%,4502,05,0.41,,
plan_1890ABD_CR,SS7648CS,"189010105, 189010205 - 4085, 189010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,3,MSF,1758.82,47.8399968,168.85,143.5199904,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1890ABD_CR,1220WWP,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,shake mold,1X2-20' WW PRIMED,2,MBF,2664.71,7.549245,17.76,15.09849,$399.71 ,15.00%,4001,09,2265,,
plan_1890ABD_CR,21020WWP,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,fascia,"2""X10""-20' WW PRIMED",2,MBF,1565.12,44.86622133,104.34,89.73244267,$219.12 ,14.00%,2510,09,1346.0001,,
plan_1890ABD_CR,24DF,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,truss bracing,2X4-RL STD&BTR DF,120,MBF,634.83,0.363514867,50.81,43.62178399,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,26DF2,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,truss bracing,2X6-RL #2&BTR DF,60,MBF,556.18,0.4750002,33.37,28.500012,$81.18 ,14.60%,2503,09,475.0002,,
plan_1890ABD_CR,716OSB,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",14,MSF,307.95,8.7398496,137.96,122.3578944,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,PSCL1/2EA,"189010105, 189010405",|42AD 3RD CAR GARAGE ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",32,EA,0.08,0.0601,2.56,1.9232,$0.02 ,24.88%,4502,05,0.0601,,
plan_1890ABD_CR,24DF,189010205 - 4085,|42B 3RD CAR GARAGE ROOF,truss bracing,2X4-RL STD&BTR DF,90,MBF,634.83,0.363514867,38.11,32.71633799,$89.83 ,14.15%,2503,09,544.9998,,
plan_1890ABD_CR,716OSB,189010205 - 4085,|42B 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",9,MSF,307.95,8.7398496,88.69,78.6586464,$34.83 ,11.31%,3506,08,273.1203,,
plan_1890ABD_CR,PSCL1/2EA,189010205 - 4085,|42B 3RD CAR GARAGE ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",50,EA,0.08,0.0601,4,3.005,$0.02 ,24.88%,4502,05,0.0601,,
plan_1890ABD_CR,TTAPE3-164RA,"189010105 - 4155, 189010205 - 4155, 189010405 - 4155",|58ABD 3RD CAR GARAGE HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",1,EA,15.125,13.3765,15.13,13.3765,$1.75 ,11.56%,4201,08,13.3765,,
plan_1890ABD_CR,9125DWRA,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|58ACD HOUSEWRAP,tyvek housewrap,9'X125' TYVEK DRAINWRP RICHMND,4,EA,160.28,129.8301,641.12,519.3204,$30.45 ,19.00%,4202,08,129.8301,,
plan_1890ABD_CR,TTAPE3-164RA,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|58ACD HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",7,EA,15.125,13.3765,105.88,93.6355,$1.75 ,11.56%,4201,08,13.3765,,
plan_1890ABD_CR,475DFTRA,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|58ACD HOUSEWRAP,window and door flashing,"4""X75' DUPONT FLASH TP RICHMND",1,EA,26.7,23.2492,26.7,23.2492,$3.45 ,12.92%,4201,08,23.2492,,
plan_1890ABD_CR,CH38SP,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|58ACD HOUSEWRAP,staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan_1890ABD_CR,2220WWP,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,freize board,"2""X2""-20' WW PRIMED",8,MBF,1683.72,9.653815333,89.8,77.23052267,$235.72 ,14.00%,2510,09,1447.9999,,
plan_1890ABD_CR,HZ1048SMP,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X8,9,MSF,1471.76,40.0320032,423.87,360.2880288,$220.76 ,15.00%,3904,09,1251.0001,,
plan_1890ABD_CR,HZ105881412AVGS,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,v-groove siding,ART V GROOVE HZ10 8.25X12 PR,24,MSF,5980.62,44.21175,1184.16,1061.082,$621.62 ,10.39%,3904,09,5359,,
plan_1890ABD_CR,HZ10814CMSP,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,368,MSF,1349.41,9.462749175,4096.81,3482.291696,$202.41 ,15.00%,3904,09,1146.9999,,
plan_1890ABD_CR,HZU54412RT,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,window trim,TRM 5/4 PR RG HZ 3.5X12',14,MSF,5130.59,15.2635,251.4,213.689,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,HZU54412RT,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,osc,TRM 5/4 PR RG HZ 3.5X12',18,MSF,5130.59,15.2635,323.23,274.743,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,HZU541012RT,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,belly band,TRM 5/4 PR RG HZ 9.25X12',3,MSF,5130.59,40.33925,142.37,121.01775,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,DD1216PCORBEL,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,corbel,"12""X16"" PRIMED STK CORBEL",2,EA,38.98,33.13,77.96,66.26,$5.85 ,15.01%,4015,09,33.13,,
plan_1890ABD_CR,G383123812,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,corbel flashing,"3/8X3-1/2X1/2X3/8-12"" FLASHING",2,EA,4.65,3.95,9.3,7.9,$0.70 ,15.05%,4206,09,3.95,,
plan_1890ABD_CR,EM390073,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,siding flashing,4X1-1/8X3/8 WHT HIGH BACK FLSH,8,EA,8.47,7.2001,67.76,57.6008,$1.27 ,14.99%,4206,09,7.2001,,
plan_1890ABD_CR,EM390074,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,siding flashing,4X1-3/8X3/8 WHT HIGH BACK FLSH,6,EA,8.65,7.3501,51.9,44.1006,$1.30 ,15.03%,4206,09,7.3501,,
plan_1890ABD_CR,XOCR51634,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,panel trim transition,Tamlyn Lap to Panel Corner Trim 10',2,EA,51.5,39.19,103,78.38,$12.31 ,23.90%,1,l5,39.19,,
plan_1890ABD_CR,XOCLP516,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,panel trim osc,TAMLYN EXTREME CORNER XOCLP516,2,EA,28.02,23.82,56.04,47.64,$4.20 ,14.99%,3903,09,23.82,,
plan_1890ABD_CR,RH516,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,panel trim horizontal,XTREME TRIM HORIZONTAL REVEAL,6,EA,24.96,21.22,149.76,127.32,$3.74 ,14.98%,3903,09,21.22,,
plan_1890ABD_CR,RV516,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,panel trim vertical,TAMLYN VERTICAL REVEAL,6,EA,28.45,24.18,170.7,145.08,$4.27 ,15.01%,4206,09,24.18,,
plan_1890ABD_CR,4128JNTFLSHEA,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,shingle flashing,"4-1/2""X8"" POLY JNT FLASH EA PC",300,EA,0.37,0.2386,111,71.58,$0.13 ,35.51%,4107,06,0.2386,,
plan_1890ABD_CR,TX1WHT10,189010100 - 4155,|60A EXTERIOR TRIM AND SIDING,siding sealant,TX1 TEXT POLY SEALANT WHT 10OZ,68,EA,5.66,4.7,384.88,319.6,$0.96 ,16.96%,4203,01,4.7,,
plan_1890ABD_CR,2220WWP,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,isc,"2""X2""-20' WW PRIMED",2,MBF,1683.72,9.653815333,22.45,19.30763067,$235.72 ,14.00%,2510,09,1447.9999,,
plan_1890ABD_CR,2820WWP,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,garage wrap,"2""X8""-20' WW PRIMED",2,MBF,1487.21,34.10709033,79.32,68.21418067,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1890ABD_CR,HZ1049CMP,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,soffit,PAN PR CEDRML 4X9,5,MSF,1362.35,41.6880036,245.22,208.440018,$204.35 ,15.00%,3904,09,1158.0001,,
plan_1890ABD_CR,HZ1012CMSP,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,beam wrap,PLK PR CM SEL HZ10 12X12',5,MSF,1349.41,13.764,80.96,68.82,$202.41 ,15.00%,3904,09,1147,,
plan_1890ABD_CR,EM390075,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,siding flashing,4X1-5/8X3/8 WHT HIGH BACK FLSH,1,EA,8.94,7.5999,8.94,7.5999,$1.34 ,14.99%,4206,09,7.5999,,
plan_1890ABD_CR,PPG725MLBR,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,light block,"7.25""X9.5"" LIGHT BLOCK RUSTIC",3,EA,11.76,9.9999,35.28,29.9997,$1.76 ,14.97%,3903,09,9.9999,,
plan_1890ABD_CR,PPGPR100BB,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,hose bib block,"5.5""X7.5""R&R SPLT MOUNT BIB RS",2,EA,11.76,10,23.52,20,$1.76 ,14.97%,3903,09,10,,
plan_1890ABD_CR,PPGPR103VB,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,vent block,"7.25""X9.25"" R&R VENT BLOCK RUS",1,EA,11.61,9.8715,11.61,9.8715,$1.74 ,14.97%,3903,09,9.8715,,
plan_1890ABD_CR,QFP50,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,flashing,P-50 QUICKFLASH PANEL,2,EA,6.4,5.44,12.8,10.88,$0.96 ,15.00%,4206,09,5.44,,
plan_1890ABD_CR,QFPE30BA,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,flashing,E-3/0B-A 1-3/8 FLASHING PANEL,3,EA,6.14,5.2166,18.42,15.6498,$0.92 ,15.04%,4206,09,5.2166,,
plan_1890ABD_CR,RUS334017,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,spray primer,PAINTERS TOUCH PRIMER 2X GRAY,2,EA,6.99,4.82,13.98,9.64,$2.17 ,31.04%,4516,01,4.82,,
plan_1890ABD_CR,GRC7R90DHG,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,siding nails,GRIP RITE 2 3/16X.92 HDG SIDNG,2,EA,44.36,34.5999,88.72,69.1998,$9.76 ,22.00%,4504,05,34.5999,,
plan_1890ABD_CR,GRF162M,"189010100 - 4155, 189010200 - 4155, 189010400 - 4155",|60ABD EXTERIOR TRIM AND SIDING,finish nails,"2"" 16GA FINISH NAIL GALV 1M",2,BOX,8.77,6.84,17.54,13.68,$1.93 ,22.01%,4505,05,6.84,,
plan_1890ABD_CR,HZ105881412AVGS,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,v-groove siding,ART V GROOVE HZ10 8.25X12 PR,70,MSF,5980.62,44.21175,3453.81,3094.8225,$621.62 ,10.39%,3904,09,5359,,
plan_1890ABD_CR,HZ10814CMSP,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,334,MSF,1349.41,9.462749175,3718.3,3160.558224,$202.41 ,15.00%,3904,09,1146.9999,,
plan_1890ABD_CR,HZU54412RT,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,window trim,TRM 5/4 PR RG HZ 3.5X12',13,MSF,5130.59,15.2635,233.44,198.4255,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,HZU54412RT,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,osc,TRM 5/4 PR RG HZ 3.5X12',27,MSF,5130.59,15.2635,484.84,412.1145,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,HZU541012RT,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,belly band,TRM 5/4 PR RG HZ 9.25X12',3,MSF,5130.59,40.33925,142.37,121.01775,$769.59 ,15.00%,3904,09,4361,,
plan_1890ABD_CR,EM390073,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding flashing,4X1-1/8X3/8 WHT HIGH BACK FLSH,8,EA,8.47,7.2001,67.76,57.6008,$1.27 ,14.99%,4206,09,7.2001,,
plan_1890ABD_CR,EM390074,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding flashing,4X1-3/8X3/8 WHT HIGH BACK FLSH,4,EA,8.65,7.3501,34.6,29.4004,$1.30 ,15.03%,4206,09,7.3501,,
plan_1890ABD_CR,4128JNTFLSHEA,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,shingle flashing,"4-1/2""X8"" POLY JNT FLASH EA PC",288,EA,0.37,0.2386,106.56,68.7168,$0.13 ,35.51%,4107,06,0.2386,,
plan_1890ABD_CR,TX1WHT10,189010200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding sealant,TX1 TEXT POLY SEALANT WHT 10OZ,70,EA,5.66,4.7,396.2,329,$0.96 ,16.96%,4203,01,4.7,,
